"pmid","title","language","decision","layer","reason","citation_chase","language_exclude"
"24603860","Shifts in geographic distribution and antimicrobial resistance during a prolonged  typhoid fever outbreak--Bundibugyo and Kasese Districts, Uganda, 2009-2011.","eng","include","L3","typhoid outbreak Uganda; suspected definition culture positivity","no","no"
"24664784","Household water treatment uptake during a public health response to a large  typhoid fever outbreak in Harare, Zimbabwe.","eng","include","L3","Harare outbreak 4181 suspected 52 confirmed typhoid","no","no"
"2467604","Typhoid fever in hospitalized children in Kelantan, Malaysia.","eng","include","multiple","Widal cutoff missed cases; blood stool culture timing","no","no"
"2478615","Detection of typhoid fever by Widal and indirect fluorescent antibody (IFA)  tests. A comparative study.","eng","include","L2","IFA vs Widal; detection in culture-proven typhoid","no","no"
"25098316","Gastroenteritis due to typhoidal Salmonella: a decade of observation at an urban  and a rural diarrheal disease hospital in Bangladesh.","eng","include","multiple","typhoidal Salmonella in stool; positivity and clinical correlates","no","no"
"25231649","A comparative study of Widal test with blood culture in the diagnosis of typhoid  fever in febrile patients.","eng","include","multiple","Widal vs culture; PPV; positivity among febrile","no","no"
"25320227","Acid exposure induces multiplication of Salmonella enterica serovar Typhi.","eng","include","L1","acid exposure improves blood/stool/urine culture yield","no","no"
"25375784","Typhoid outbreak in Songkhla, Thailand 2009-2011: clinical outcomes,  susceptibility patterns, and reliability of serology tests.","eng","include","L3","typhoid outbreak Thailand; 368 bacteremia cases serology","no","no"
"25469202","Typhoid outbreak investigation in Dzivaresekwa, suburb of Harare City, Zimbabwe,  2011.","eng","include","L3","typhoid outbreak; 1078 suspected 24 culture-confirmed","no","no"
"25486292","Descriptive epidemiology of typhoid fever during an epidemic in Harare, Zimbabwe,  2012.","eng","include","L3","epidemic; 2570 confirmed and suspected case-patients","no","no"
"25667056","Undifferentiated febrile illness in Kathmandu, Nepal.","eng","include","L3","Kathmandu febrile illness enteric fever blood-culture confirmed proportion","no","no"
"25745548","Clinicopathological profile of salmonella typhi and paratyphi infections  presenting as Fever of unknown origin in a tropical country.","eng","include","L1","blood culture yield superior to bone marrow aspirate","no","no"
"25845519","A retrospective study of factors which determine a negative blood culture in  Cambodian children diagnosed with enteric fever.","eng","include","L1","Blood culture sensitivity 70 percent; factors for negative culture children","no","no"
"25931197","Diagnosis and Treatment of Typhoid Fever and Associated Prevailing Drug  Resistance in Northern Ethiopia.","eng","include","multiple","Widal accuracy and culture positivity among febrile","no","no"
"25999745","bla CTX-M-I group extended spectrum beta lactamase-producing Salmonella typhi  from hospitalized patients in Lagos, Nigeria.","eng","include","L3","Salmonella positivity among persistent pyrexia; ESBL","no","no"
"26094960","The diagnostic accuracy of three rapid diagnostic tests for typhoid fever at  Chittagong Medical College Hospital, Chittagong, Bangladesh.","eng","include","multiple","300 febrile; blood culture 19 versus composite 34; RDT accuracy","no","no"
"26138060","Bloodstream bacterial infection among outpatient children with acute febrile  illness in north-eastern Tanzania.","eng","include","multiple","febrile children blood culture positivity surveillance study","no","no"
"26155453","Bacteriological profile and antimicrobial susceptibility patterns of blood  culture isolates among febrile patients in Mekelle Hospital, Northern Ethiopia.","eng","include","L3","Febrile cohort blood-culture survey reports typhoid positivity","no","no"
"2621357","An evaluation of modified Widal test in the diagnosis of enteric fever.","eng","include","L2","modified Widal accuracy vs bacteriologically positive cases","no","no"
"2621666","Chloramphenicol resistant Salmonella species isolated between 1978 and 1987.","eng","include","L3","53251 suspected enteric fever; Typhi isolated 7%; positivity","no","no"
"26374362","Early Diagnosis of Typhoid By PCR For FliC-d Gene of Salmonella Typhi in Patients  Taking Antibiotics.","eng","include","multiple","blood culture positive 1 of 105 on antibiotics; PCR","no","no"
"26449938","Detection of Typhoidal and Paratyphoidal Salmonella in Blood by Real-time  Polymerase Chain Reaction.","eng","include","L1","blood culture 28.6% sensitive vs qPCR","no","no"
"26449948","Salmonella Bacteremia Among Children in Central and Northwest Nigeria, 2008-2015.","eng","include","L3","childhood bacteremia surveillance Nigeria; Salmonella positivity","no","no"
"26449951","Invasive Salmonella Infections at Multiple Surveillance Sites in the Democratic  Republic of the Congo, 2011-2014.","eng","include","L3","blood culture surveillance DRC; Typhi positivity","no","no"
"26449952","Salmonella Infections in The Gambia, 2005-2015.","eng","include","multiple","Gambia surveillance; blood culture positivity 0.8 percent","no","no"
"26449953","Three Epidemics of Invasive Multidrug-Resistant Salmonella Bloodstream Infection  in Blantyre, Malawi, 1998-2014.","eng","include","L3","hospital blood-culture surveillance; Typhi positivity reported","no","no"
"26449954","Bloodstream Infections and Frequency of Pretreatment Associated With Age and  Hospitalization Status in Sub-Saharan Africa.","eng","include","L3","TSAP surveillance; febrile blood culture; Salmonella Typhi positivity by age","no","no"
"26556415","Malaria, Typhoid Fever, and Their Coinfection among Febrile Patients at a Rural  Health Center in Northwest Ethiopia: A Cross-Sectional Study.","eng","include","L3","200 febrile patients; typhoid blood culture and Widal positivity","no","no"
"2656560","Community-wide epidemiological investigation of a typhoid outbreak in a rural  township in Taiwan, Republic of China.","eng","include","L3","typhoid outbreak; attack rate; 52 of 54 confirmed","no","no"
"26573629","Evaluation of sensitivity and specificity of ELISA against Widal test for typhoid  diagnosis in endemic population of Kathmandu.","eng","include","L3","1371 febrile; blood culture positive 237; Widal ELISA accuracy","no","no"
"26642717","Multiplex PCR for Diagnosis of Salmonella enterica Serovar Typhi.","eng","include","multiple","culture Widal PCR sensitivity specificity in suspected typhoid","no","no"
"2682467","Results of Salmonella typhi culture in patients with suspected typhoid fever,  treated in the Department of Child Health Medical School, Padjadjaran University, Hasan Sadikin General Hospital Bandung.","eng","include","L1","paired blood and bone-marrow culture yield; suspected typhoid","no","no"
"2691709","Comparative efficacy of indirect haemagglutination test, indirect fluorescent  antibody test and enzyme linked immunosorbent assay in serodiagnosis of typhoid fever.","eng","include","L1","serologic tests sens spec PPV vs culture-confirmed typhoid","no","no"
"26933018","Diagnosing Salmonella enterica Serovar Typhi Infections by Polymerase Chain  Reaction Using EDTA Blood Samples of Febrile Patients From Burkina Faso.","eng","include","multiple","S Typhi 1.1% of 1674 by blood culture; PCR","no","no"
"26933020","A Multicountry Molecular Analysis of Salmonella enterica Serovar Typhi With  Reduced Susceptibility to Ciprofloxacin in Sub-Saharan Africa.","eng","include","L3","SSA febrile surveillance; 8161 blood cultures; Typhi positivity 1.2%","no","no"
"26961857","Development of a Simple, Peripheral-Blood-Based Lateral-Flow Dipstick Assay for  Accurate Detection of Patients with Enteric Fever.","eng","include","L3","142 suspected enteric fever; blood culture-confirmed 48; dipstick assay","no","no"
"2713064","[Comparative serology in typhoid fever in children. II. Comparison of a  microhemagglutination plate technic with Ruiz-Castañeda surface fixation].","spa","include","L1","serology sensitivity specificity vs blood-culture-confirmed children","no","no"
"27231547","Re-emergence of the susceptibility of the Salmonella spp. isolated from blood  samples to conventional first line antibiotics.","eng","include","L3","Salmonella positivity among suspected enteric fever; AMR","no","no"
"27296619","Evaluation of fliC-d based direct blood PCR assays for typhoid diagnosis.","eng","include","multiple","blood culture yield 21.8% of 110 clinically diagnosed; PCR","no","no"
"27397952","Typhoid fever in a Tertiary Hospital in Nigeria: Another look at the Widal  agglutination test as a preferred option for diagnosis.","eng","include","L3","60 of 271 febrile adults blood-culture positive; Widal accuracy","no","no"
"27407737","Outbreak of Multi-drug Resistant Salmonella Typhi Enteric Fever in Mumbai  Garrison.","eng","include","L3","outbreak reports suspected and culture-confirmed counts","no","no"
"27408039","Epidemiological Investigation of an Outbreak of Enteric Fever.","eng","include","L3","enteric fever outbreak; 60 of 95 blood-culture positive","no","no"
"27408156","Epidemiological Investigation of a Typhoid Outbreak.","eng","include","L3","typhoid outbreak; attack rate; 5.43% blood culture positive","no","no"
"27510670","Emerging enteric fever due to switching biotype of Salmonella (paratyphi A) in  Eastern Odisha.","eng","include","L3","suspected enteric fever; blood-culture positivity; paratyphi predominance","no","no"
"27737634","A prospective study of the importance of enteric fever as a cause of non-malarial  febrile illness in patients admitted to Chittagong Medical College Hospital, Bangladesh.","eng","include","L3","Bangladesh; 300 non-malarial febrile; enteric fever 11.3 percent culture PCR","no","no"
